user_id,country,current_role,kaggle_tier,years_experience,hours_spent_weekly,gold_medals,silver_medals,datasets_shared,competitions_entered,follower_count,github_link,portfolio_score,total_certifications,monthly_recruiter_pings,salary_usd,experience_years
KAG_2026_10937,France,Student,Contributor,0,11,0,7,10,9,343,0,22,4,4,0.0,0.0
KAG_2026_10938,Nigeria,Researcher,Grandmaster,8,64,22,22,29,118,2651,1,85,2,29,102058.0,8.0
KAG_2026_10939,USA,Data Scientist,Contributor,17,11,0,7,8,18,395,0,47,2,9,193552.0,17.0
KAG_2026_10940,India,ML Engineer,Expert,8,25,2,2,16,26,317,1,47,2,11,97072.0,8.0
KAG_2026_10941,Canada,ML Engineer,Expert,17,25,3,2,10,34,506,1,59,7,14,164675.0,17.0
KAG_2026_10942,Japan,Data Analyst,Contributor,19,12,0,2,5,14,155,1,56,5,9,113228.0,19.0
KAG_2026_10943,Japan,Data Scientist,Contributor,15,8,0,9,13,9,97,0,43,3,8,154743.0,15.0
KAG_2026_10944,Brazil,Student,Novice,0,2,0,0,6,9,2,0,12,2,0,0.0,0.0
KAG_2026_10945,France,Data Analyst,Novice,6,2,0,0,7,10,0,1,23,8,1,67805.0,6.0
KAG_2026_10946,UK,Data Analyst,Novice,2,4,0,0,9,20,4,1,4,11,0,56077.0,2.0
KAG_2026_10947,Germany,ML Engineer,Expert,15,20,2,4,17,20,420,1,63,11,13,163977.0,15.0
KAG_2026_10948,USA,Data Analyst,Novice,13,14,0,0,1,10,13,0,19,7,3,101484.0,13.0
KAG_2026_10949,USA,Data Scientist,Contributor,15,14,0,6,12,8,113,0,49,3,8,184483.0,15.0
KAG_2026_10950,Canada,Researcher,Expert,13,26,1,9,13,30,530,1,57,9,12,152236.0,13.0
KAG_2026_10951,India,Student,Contributor,1,13,0,4,14,23,47,0,25,4,4,0.0,1.0
KAG_2026_10952,Nigeria,Data Scientist,Grandmaster,7,57,10,35,28,114,2879,1,81,2,23,97113.0,7.0
KAG_2026_10953,USA,Student,Contributor,2,7,0,3,10,7,363,0,28,4,4,0.0,2.0
KAG_2026_10954,Canada,Data Analyst,Contributor,12,19,0,3,10,9,217,0,42,4,7,105304.0,12.0
KAG_2026_10955,UK,Data Analyst,Novice,7,12,0,0,0,3,12,0,16,3,2,65432.0,7.0
KAG_2026_10956,USA,Data Analyst,Contributor,17,12,0,3,6,11,112,0,44,11,9,126958.0,17.0
KAG_2026_10957,USA,Student,Contributor,0,9,0,6,7,5,122,0,20,4,4,0.0,0.0
KAG_2026_10958,India,Data Analyst,Master,11,43,17,26,18,67,1075,1,83,5,23,86570.0,11.0
KAG_2026_10959,Spain,Data Analyst,Novice,15,7,0,0,9,1,2,0,22,4,4,87167.0,15.0
KAG_2026_10960,Brazil,Researcher,Expert,11,34,3,1,17,23,540,1,48,5,12,94300.0,11.0
KAG_2026_10961,Canada,Data Scientist,Grandmaster,19,63,18,21,20,125,2651,1,100,7,30,204218.0,19.0
KAG_2026_10962,USA,Student,Contributor,1,11,0,5,10,22,75,1,18,1,4,10912.0,1.0
KAG_2026_10963,France,Researcher,Master,20,46,18,14,24,57,1112,1,91,6,27,188292.0,20.0
KAG_2026_10964,USA,ML Engineer,Contributor,5,13,0,3,6,10,368,1,32,6,5,157345.0,5.0
KAG_2026_10965,USA,ML Engineer,Expert,19,31,3,9,16,33,391,1,64,11,15,204527.0,19.0
KAG_2026_10966,India,ML Engineer,Expert,9,28,2,1,10,29,350,1,52,4,11,90263.0,9.0
KAG_2026_10967,Canada,Student,Contributor,2,11,0,7,10,12,394,1,21,3,4,0.0,2.0
KAG_2026_10968,USA,Researcher,Expert,10,31,2,7,14,27,505,1,56,3,12,179040.0,10.0
KAG_2026_10969,India,Data Analyst,Novice,19,4,0,0,3,9,7,0,38,5,5,91288.0,19.0
KAG_2026_10970,USA,Researcher,Master,17,46,10,37,15,69,1060,1,83,10,22,216739.0,17.0
KAG_2026_10971,Japan,Student,Novice,1,9,0,0,8,4,6,1,3,2,0,0.0,1.0
KAG_2026_10972,USA,Student,Novice,1,4,0,0,9,8,6,1,7,2,0,0.0,1.0
KAG_2026_10973,India,ML Engineer,Expert,13,22,3,3,13,35,321,1,52,6,13,112409.0,13.0
KAG_2026_10974,India,Data Analyst,Novice,8,5,0,0,9,5,3,1,16,2,2,47632.0,8.0
KAG_2026_10975,USA,Data Scientist,Master,18,39,16,37,15,59,1160,1,80,5,25,215150.0,18.0
KAG_2026_10976,Germany,Data Analyst,Novice,10,13,0,0,6,12,14,0,29,7,3,81445.0,10.0
KAG_2026_10977,Germany,Researcher,Expert,8,23,4,9,15,20,531,1,53,6,12,145871.0,8.0
KAG_2026_10978,UK,Researcher,Expert,16,22,4,2,18,30,437,1,61,9,14,153423.0,16.0
KAG_2026_10979,USA,Student,Novice,2,7,0,0,0,2,5,1,4,1,0,0.0,2.0
KAG_2026_10980,USA,Researcher,Grandmaster,9,51,20,38,27,125,2783,1,93,8,28,215704.0,9.0
KAG_2026_10981,France,Researcher,Master,13,43,17,38,18,58,1106,1,87,11,24,157651.0,13.0
KAG_2026_10982,Japan,Data Scientist,Master,20,37,20,15,22,66,1048,1,98,5,28,172880.0,20.0
KAG_2026_10983,USA,ML Engineer,Contributor,17,14,0,5,5,20,292,0,40,3,9,211128.0,17.0
KAG_2026_10984,Germany,Data Analyst,Grandmaster,14,51,5,10,26,121,2754,1,89,5,22,127283.0,14.0
KAG_2026_10985,France,Student,Contributor,2,14,0,1,12,17,308,0,21,4,4,0.0,2.0
KAG_2026_10986,India,Data Analyst,Contributor,4,10,0,3,14,19,131,0,30,10,5,46215.0,4.0
KAG_2026_10987,Canada,Researcher,Master,17,42,10,19,16,66,827,1,80,3,22,189954.0,17.0
KAG_2026_10988,Canada,Data Analyst,Contributor,7,15,0,2,11,15,238,1,29,3,6,76854.0,7.0
KAG_2026_10989,Brazil,Data Scientist,Expert,10,22,1,3,15,26,196,1,59,7,11,84774.0,10.0
KAG_2026_10990,France,Student,Contributor,0,7,0,6,5,19,345,0,28,2,4,0.0,0.0
KAG_2026_10991,UK,ML Engineer,Contributor,18,7,0,9,10,18,83,1,44,4,9,150554.0,18.0
KAG_2026_10992,Canada,Student,Master,2,42,15,33,20,60,1044,1,60,2,20,0.0,2.0
KAG_2026_10993,USA,Data Analyst,Contributor,9,17,0,7,6,12,439,1,42,9,6,114198.0,9.0
KAG_2026_10994,UK,Student,Contributor,2,18,0,1,14,6,146,1,20,4,4,0.0,2.0
KAG_2026_10995,Brazil,Researcher,Grandmaster,6,62,12,20,27,123,2538,1,77,4,23,108297.0,6.0
KAG_2026_10996,Spain,Researcher,Expert,8,21,4,8,13,24,258,1,53,8,12,110161.0,8.0
KAG_2026_10997,Brazil,Data Scientist,Contributor,20,10,0,8,10,22,59,1,57,8,10,120085.0,20.0
KAG_2026_10998,Japan,Researcher,Expert,9,21,3,7,13,38,412,1,55,5,12,122852.0,9.0
KAG_2026_10999,Spain,Data Analyst,Novice,16,13,0,0,5,15,13,0,29,9,4,93916.0,16.0
KAG_2026_11000,USA,ML Engineer,Contributor,14,21,0,4,5,18,312,0,45,10,8,187301.0,14.0
KAG_2026_11001,Germany,Data Analyst,Novice,21,6,0,0,3,15,2,0,39,7,6,115911.0,21.0
KAG_2026_11002,USA,Data Scientist,Contributor,17,7,0,2,11,18,295,0,41,10,9,197857.0,17.0
KAG_2026_11003,Canada,Data Scientist,Grandmaster,21,51,19,22,27,120,2555,1,100,8,31,213720.0,21.0
KAG_2026_11004,UK,Data Analyst,Novice,10,3,0,0,8,4,3,1,26,8,3,82105.0,10.0
KAG_2026_11005,UK,Data Analyst,Novice,9,13,0,0,3,5,1,1,24,8,2,76895.0,9.0
KAG_2026_11006,India,Data Analyst,Novice,7,11,0,0,4,8,2,1,15,5,2,53203.0,7.0
KAG_2026_11007,Germany,Data Analyst,Novice,17,14,0,0,3,17,1,1,25,7,5,106210.0,17.0
KAG_2026_11008,India,Data Scientist,Contributor,15,21,0,3,9,19,417,1,38,7,8,107088.0,15.0
KAG_2026_11009,India,Data Analyst,Novice,8,3,0,0,6,8,2,0,14,7,2,48493.0,8.0
KAG_2026_11010,India,Researcher,Master,20,39,22,17,18,53,1043,1,96,2,29,161218.0,20.0
KAG_2026_11011,France,Data Scientist,Contributor,20,10,0,3,12,15,401,1,47,4,10,154474.0,20.0
KAG_2026_11012,Canada,Researcher,Master,21,48,12,16,16,64,861,1,94,7,24,214004.0,21.0
KAG_2026_11013,UK,Researcher,Expert,21,32,3,5,17,29,413,1,75,8,15,163748.0,21.0
KAG_2026_11014,Germany,Student,Contributor,1,11,0,4,8,5,111,1,20,1,4,0.0,1.0
KAG_2026_11015,France,Researcher,Expert,21,32,1,7,19,20,449,1,76,9,14,166856.0,21.0
KAG_2026_11016,Canada,Student,Master,1,39,13,11,16,62,1079,1,53,1,18,6385.0,1.0
KAG_2026_11017,Japan,Student,Novice,1,10,0,0,6,14,3,1,1,2,0,0.0,1.0
KAG_2026_11018,Canada,Data Scientist,Master,7,37,16,39,24,58,932,1,67,6,22,150902.0,7.0
KAG_2026_11019,USA,Data Scientist,Expert,13,29,2,7,10,20,226,1,53,6,12,207026.0,13.0
KAG_2026_11020,Canada,ML Engineer,Expert,14,24,1,6,11,30,396,1,53,7,12,181644.0,14.0
KAG_2026_11021,India,Data Scientist,Master,7,37,18,18,16,51,1150,1,75,7,23,113303.0,7.0
KAG_2026_11022,India,ML Engineer,Contributor,19,14,0,1,9,20,402,1,50,6,9,124409.0,19.0
KAG_2026_11023,USA,Student,Novice,1,5,0,0,0,17,11,1,10,1,0,0.0,1.0
KAG_2026_11024,USA,ML Engineer,Master,17,36,23,24,23,51,933,1,95,9,28,246072.0,17.0
KAG_2026_11025,India,Data Analyst,Contributor,6,14,0,8,14,6,326,1,37,2,5,53616.0,6.0
KAG_2026_11026,UK,Data Scientist,Master,7,38,12,15,20,55,919,1,67,6,20,128158.0,7.0
KAG_2026_11027,France,Student,Novice,1,5,0,0,3,14,4,1,12,2,0,0.0,1.0
KAG_2026_11028,India,ML Engineer,Grandmaster,20,59,6,38,23,123,2895,1,95,4,25,142630.0,20.0
KAG_2026_11029,Brazil,Data Analyst,Novice,10,13,0,0,2,15,4,1,19,6,3,54828.0,10.0
KAG_2026_11030,USA,Student,Expert,0,22,4,2,19,31,398,1,40,4,10,0.0,0.0
KAG_2026_11031,India,Student,Master,0,41,21,11,16,68,885,1,66,4,22,11446.0,0.0
KAG_2026_11032,Brazil,ML Engineer,Grandmaster,6,61,8,13,21,113,2522,1,82,5,21,101316.0,6.0
KAG_2026_11033,Germany,Data Scientist,Contributor,5,20,0,5,13,14,260,1,27,5,5,110701.0,5.0
KAG_2026_11034,USA,Researcher,Expert,16,33,3,2,15,33,175,1,62,10,14,203689.0,16.0
KAG_2026_11035,India,Data Analyst,Contributor,8,14,0,7,13,12,64,1,40,3,6,54687.0,8.0
KAG_2026_11036,India,Student,Novice,1,12,0,0,5,14,8,1,6,2,0,0.0,1.0
KAG_2026_11037,India,Researcher,Grandmaster,12,56,19,17,20,112,2789,1,89,9,29,131298.0,12.0
KAG_2026_11038,UK,Student,Novice,2,11,0,0,5,17,10,1,5,2,0,0.0,2.0
KAG_2026_11039,Canada,Researcher,Expert,8,31,4,8,19,30,162,1,53,2,12,139833.0,8.0
KAG_2026_11040,USA,ML Engineer,Master,20,47,19,35,16,52,1078,1,89,6,27,219043.0,20.0
KAG_2026_11041,USA,Data Scientist,Contributor,11,11,0,9,12,19,94,0,39,8,7,177314.0,11.0
KAG_2026_11042,USA,Student,Contributor,2,7,0,7,5,13,48,1,22,1,4,0.0,2.0
KAG_2026_11043,Canada,Data Scientist,Master,15,48,7,12,19,67,837,1,75,6,20,183169.0,15.0
KAG_2026_11044,Canada,Data Analyst,Novice,17,2,0,0,8,17,8,1,26,7,5,111008.0,17.0
KAG_2026_11045,Brazil,ML Engineer,Contributor,11,15,0,5,11,7,378,1,36,2,7,86196.0,11.0
KAG_2026_11046,India,Data Scientist,Expert,7,23,2,1,11,33,376,1,48,8,11,83254.0,7.0
KAG_2026_11047,Japan,Researcher,Grandmaster,9,59,17,31,21,124,2750,1,95,10,27,151387.0,9.0
KAG_2026_11048,India,Researcher,Expert,14,34,4,6,13,33,220,1,53,9,14,125689.0,14.0
KAG_2026_11049,USA,ML Engineer,Expert,13,23,3,7,15,25,506,1,53,2,13,197347.0,13.0
KAG_2026_11050,USA,Researcher,Master,8,36,12,22,24,53,1181,1,71,3,20,183750.0,8.0
KAG_2026_11051,India,Data Analyst,Novice,15,12,0,0,6,15,14,1,36,7,4,73486.0,15.0
KAG_2026_11052,Germany,ML Engineer,Expert,7,33,1,3,13,37,239,1,47,5,10,141934.0,7.0
KAG_2026_11053,Nigeria,Data Analyst,Novice,13,4,0,0,4,14,3,1,20,3,3,70699.0,13.0
KAG_2026_11054,Canada,Student,Contributor,2,15,0,1,12,22,67,1,27,1,4,0.0,2.0
KAG_2026_11055,India,Student,Grandmaster,0,64,11,36,29,111,2762,1,73,3,21,0.0,0.0
KAG_2026_11056,Germany,ML Engineer,Expert,13,33,2,1,14,33,261,1,51,9,12,163100.0,13.0
KAG_2026_11057,USA,Data Analyst,Novice,10,10,0,0,8,7,12,0,22,7,3,92385.0,10.0
KAG_2026_11058,Canada,ML Engineer,Master,16,43,11,15,23,57,1196,1,84,8,22,179449.0,16.0
KAG_2026_11059,Canada,Student,Novice,1,12,0,0,0,8,7,1,2,2,0,0.0,1.0
KAG_2026_11060,USA,Data Analyst,Novice,17,11,0,0,6,12,8,0,38,8,5,116288.0,17.0
KAG_2026_11061,USA,Student,Grandmaster,1,52,11,23,21,128,2846,1,67,1,21,0.0,1.0
KAG_2026_11062,USA,Student,Grandmaster,1,63,8,13,21,123,2692,1,74,2,20,8145.0,1.0
KAG_2026_11063,USA,Data Analyst,Novice,9,6,0,0,3,1,4,0,21,2,2,99525.0,9.0
KAG_2026_11064,France,Student,Novice,2,4,0,0,0,19,13,0,15,4,0,0.0,2.0
KAG_2026_11065,Canada,Researcher,Master,10,40,13,30,23,65,1001,1,75,8,21,166400.0,10.0
KAG_2026_11066,UK,Student,Contributor,1,11,0,3,9,18,399,1,16,1,4,0.0,1.0
KAG_2026_11067,Canada,Student,Contributor,2,12,0,5,13,5,169,1,27,1,4,0.0,2.0
KAG_2026_11068,Canada,Researcher,Expert,6,33,3,4,19,34,213,1,54,7,11,136998.0,6.0
KAG_2026_11069,India,Data Scientist,Expert,13,29,1,4,14,33,306,1,55,11,12,115513.0,13.0
KAG_2026_11070,India,Researcher,Master,5,41,5,35,20,59,1101,1,66,6,16,97225.0,5.0
KAG_2026_11071,UK,Researcher,Grandmaster,21,64,11,32,21,124,2742,1,100,11,27,196065.0,21.0
KAG_2026_11072,France,Data Analyst,Contributor,13,11,0,3,10,7,242,0,39,11,7,97316.0,13.0
KAG_2026_11073,Canada,ML Engineer,Expert,7,28,4,4,19,38,507,1,51,3,12,146210.0,7.0
KAG_2026_11074,India,Researcher,Grandmaster,10,54,19,12,24,123,2515,1,85,4,28,137753.0,10.0
KAG_2026_11075,Germany,Researcher,Master,12,37,5,35,15,57,1021,1,69,3,18,148948.0,12.0
KAG_2026_11076,USA,Data Analyst,Contributor,17,11,0,5,12,13,242,1,52,3,9,122943.0,17.0
KAG_2026_11077,India,Data Scientist,Expert,5,20,4,9,17,36,359,1,48,9,11,75115.0,5.0
KAG_2026_11078,Canada,Data Analyst,Novice,17,9,0,0,1,7,4,1,29,2,5,103498.0,17.0
KAG_2026_11079,India,ML Engineer,Contributor,20,14,0,6,8,24,211,1,47,4,10,136391.0,20.0
KAG_2026_11080,USA,Researcher,Expert,16,28,2,8,10,38,479,1,55,3,13,193353.0,16.0
KAG_2026_11081,USA,Student,Expert,2,23,3,4,13,29,409,1,39,1,10,0.0,2.0
KAG_2026_11082,India,Researcher,Grandmaster,16,58,17,23,27,120,2614,1,100,8,29,133640.0,16.0
KAG_2026_11083,USA,ML Engineer,Expert,17,21,3,4,10,37,172,1,59,3,14,211572.0,17.0
KAG_2026_11084,Germany,Data Scientist,Contributor,5,11,0,7,6,12,259,1,27,9,5,122973.0,5.0
KAG_2026_11085,USA,Researcher,Master,15,37,15,26,16,67,1105,1,85,8,24,209591.0,15.0
KAG_2026_11086,Nigeria,Data Scientist,Grandmaster,17,60,15,28,20,129,2541,1,97,10,28,137299.0,17.0
KAG_2026_11087,Brazil,Data Analyst,Novice,6,2,0,0,9,2,5,0,22,5,1,44354.0,6.0
KAG_2026_11088,India,Data Scientist,Contributor,6,18,0,4,8,18,365,1,37,11,5,80196.0,6.0
KAG_2026_11089,India,Data Analyst,Novice,9,8,0,0,9,4,4,0,21,9,2,59640.0,9.0
KAG_2026_11090,UK,ML Engineer,Expert,10,26,3,5,12,34,360,1,51,9,12,159058.0,10.0
KAG_2026_11091,Germany,Data Scientist,Contributor,13,20,0,7,7,15,185,1,36,11,7,138666.0,13.0
KAG_2026_11092,UK,Data Analyst,Novice,8,12,0,0,9,20,6,0,26,11,2,76064.0,8.0
KAG_2026_11093,Nigeria,ML Engineer,Expert,5,25,3,9,10,20,296,1,45,5,11,75088.0,5.0
KAG_2026_11094,USA,Data Scientist,Expert,15,31,4,6,13,32,315,1,64,7,14,199425.0,15.0
KAG_2026_11095,Canada,Researcher,Master,6,40,16,14,15,58,959,1,76,8,21,141871.0,6.0
KAG_2026_11096,USA,Researcher,Master,9,35,14,39,18,65,804,1,71,3,21,189531.0,9.0
KAG_2026_11097,USA,Student,Novice,0,14,0,0,4,15,1,0,1,2,0,5148.0,0.0
KAG_2026_11098,USA,Student,Novice,2,2,0,0,3,2,2,0,6,2,0,0.0,2.0
KAG_2026_11099,France,ML Engineer,Contributor,17,10,0,7,10,13,298,1,44,9,9,155595.0,17.0
KAG_2026_11100,UK,Researcher,Master,16,48,23,33,18,64,868,1,87,4,28,190107.0,16.0
KAG_2026_11101,Spain,ML Engineer,Contributor,8,18,0,3,7,19,409,1,36,4,6,114200.0,8.0
KAG_2026_11102,USA,ML Engineer,Grandmaster,17,62,17,33,28,121,2875,1,98,10,29,249713.0,17.0
KAG_2026_11103,USA,Data Scientist,Expert,14,33,1,1,19,25,214,1,56,6,12,202057.0,14.0
KAG_2026_11104,India,Data Scientist,Grandmaster,11,57,6,35,29,129,2586,1,88,7,22,127198.0,11.0
KAG_2026_11105,Japan,Student,Novice,1,8,0,0,1,17,2,1,12,1,0,0.0,1.0
KAG_2026_11106,USA,ML Engineer,Expert,18,32,4,5,11,38,313,1,62,3,15,208146.0,18.0
KAG_2026_11107,India,ML Engineer,Contributor,12,11,0,6,5,10,151,1,35,9,7,104312.0,12.0
KAG_2026_11108,UK,ML Engineer,Expert,13,34,1,6,18,39,395,1,63,11,12,152629.0,13.0
KAG_2026_11109,India,Data Scientist,Contributor,11,14,0,4,9,16,237,1,31,11,7,95044.0,11.0
KAG_2026_11110,France,Data Analyst,Novice,14,2,0,0,5,1,4,1,34,6,4,97749.0,14.0
KAG_2026_11111,USA,ML Engineer,Expert,15,26,2,7,14,37,262,1,65,5,13,204687.0,15.0
KAG_2026_11112,UK,Data Scientist,Contributor,20,20,0,8,11,10,212,0,54,11,10,175323.0,20.0
KAG_2026_11113,UK,Data Analyst,Novice,2,2,0,0,2,13,4,1,17,8,0,52403.0,2.0
KAG_2026_11114,India,Data Scientist,Contributor,7,11,0,6,9,23,229,1,35,10,6,77301.0,7.0
KAG_2026_11115,Spain,Student,Expert,2,24,1,9,17,20,264,1,46,3,9,0.0,2.0
KAG_2026_11116,Germany,Data Scientist,Expert,18,33,3,5,15,31,388,1,64,5,14,178546.0,18.0
KAG_2026_11117,France,Data Scientist,Contributor,5,9,0,2,6,11,315,1,35,4,5,112435.0,5.0
KAG_2026_11118,USA,Data Analyst,Master,19,45,6,17,19,68,950,1,77,5,20,151653.0,19.0
KAG_2026_11119,India,Student,Novice,0,3,0,0,1,1,3,0,13,2,0,0.0,0.0
KAG_2026_11120,USA,ML Engineer,Contributor,19,14,0,5,11,18,396,1,57,9,9,211007.0,19.0
KAG_2026_11121,Japan,Data Analyst,Contributor,17,7,0,8,6,21,70,0,41,6,9,104480.0,17.0
KAG_2026_11122,Japan,Data Analyst,Contributor,5,7,0,6,7,18,151,1,35,2,5,73688.0,5.0
KAG_2026_11123,USA,Data Analyst,Novice,3,9,0,0,9,16,11,1,11,3,0,74710.0,3.0
KAG_2026_11124,India,Student,Novice,1,9,0,0,0,5,3,1,1,1,0,0.0,1.0
KAG_2026_11125,France,ML Engineer,Contributor,9,21,0,2,8,14,317,1,38,9,6,132099.0,9.0
KAG_2026_11126,USA,Student,Novice,1,9,0,0,5,18,4,1,10,4,0,0.0,1.0
KAG_2026_11127,India,Data Scientist,Expert,21,21,3,1,19,21,232,1,68,3,15,144463.0,21.0
KAG_2026_11128,India,Researcher,Expert,7,23,1,6,16,38,548,1,47,3,10,94717.0,7.0
KAG_2026_11129,USA,Researcher,Master,11,45,22,18,20,57,942,1,75,9,26,209209.0,11.0
KAG_2026_11130,USA,Student,Contributor,1,20,0,6,12,8,232,0,24,2,4,0.0,1.0
KAG_2026_11131,Japan,Data Scientist,Expert,15,20,3,5,19,22,208,1,67,6,14,152814.0,15.0
KAG_2026_11132,Brazil,Student,Contributor,2,13,0,4,13,9,152,1,30,4,4,0.0,2.0
KAG_2026_11133,India,Data Analyst,Novice,6,2,0,0,4,19,2,1,15,7,1,46967.0,6.0
KAG_2026_11134,Canada,Student,Contributor,2,15,0,7,11,22,283,0,22,1,4,0.0,2.0
KAG_2026_11135,India,ML Engineer,Grandmaster,20,58,11,37,28,129,2749,1,100,2,27,172990.0,20.0
KAG_2026_11136,UK,Researcher,Master,20,37,15,35,18,65,1052,1,93,7,25,204075.0,20.0
KAG_2026_11137,Germany,Data Analyst,Novice,14,12,0,0,5,7,0,0,32,2,4,97730.0,14.0
KAG_2026_11138,Germany,Data Scientist,Expert,7,24,4,4,19,21,300,1,54,4,12,144085.0,7.0
KAG_2026_11139,France,Data Scientist,Expert,15,20,2,6,14,20,512,1,53,4,13,143028.0,15.0
KAG_2026_11140,India,Data Analyst,Expert,4,30,3,7,16,28,151,1,43,11,10,61100.0,4.0
KAG_2026_11141,India,Researcher,Master,7,39,8,38,21,56,1027,1,59,8,18,106257.0,7.0
KAG_2026_11142,India,Data Analyst,Contributor,20,21,0,8,12,12,248,0,45,11,10,112437.0,20.0
KAG_2026_11143,Nigeria,Data Analyst,Novice,20,11,0,0,3,10,6,1,31,7,6,90929.0,20.0
KAG_2026_11144,Brazil,ML Engineer,Contributor,17,11,0,2,13,24,235,1,42,2,9,114594.0,17.0
KAG_2026_11145,USA,Student,Expert,1,34,3,5,11,28,489,1,37,4,9,0.0,1.0
KAG_2026_11146,Brazil,Student,Novice,0,10,0,0,3,6,9,0,12,2,0,14654.0,0.0
KAG_2026_11147,Canada,Data Analyst,Contributor,19,20,0,7,7,23,289,1,45,9,9,127649.0,19.0
KAG_2026_11148,UK,Data Scientist,Contributor,9,21,0,3,6,9,91,1,42,8,6,121457.0,9.0
KAG_2026_11149,Germany,Researcher,Grandmaster,11,53,21,14,23,124,2797,1,97,9,29,161612.0,11.0
KAG_2026_11150,USA,Researcher,Expert,11,30,3,2,13,30,346,1,56,10,12,204459.0,11.0
KAG_2026_11151,USA,Researcher,Grandmaster,17,56,7,31,27,114,2869,1,94,11,24,236059.0,17.0
KAG_2026_11152,India,Student,Novice,2,6,0,0,9,7,0,1,4,2,0,0.0,2.0
KAG_2026_11153,Japan,Data Analyst,Novice,12,5,0,0,8,1,12,0,29,7,3,90605.0,12.0
KAG_2026_11154,Brazil,Data Scientist,Master,14,46,14,13,23,56,1178,1,74,8,23,115952.0,14.0
KAG_2026_11155,India,Researcher,Expert,5,30,1,1,19,37,382,1,42,5,10,80140.0,5.0
KAG_2026_11156,Brazil,Researcher,Grandmaster,15,55,17,37,29,123,2551,1,93,10,29,149360.0,15.0
KAG_2026_11157,USA,Student,Expert,2,33,4,2,11,36,336,1,40,1,10,0.0,2.0
KAG_2026_11158,Germany,Student,Novice,1,4,0,0,3,9,10,0,13,2,0,0.0,1.0
KAG_2026_11159,Canada,ML Engineer,Expert,8,26,4,4,18,31,178,1,50,6,12,148431.0,8.0
KAG_2026_11160,Japan,Data Scientist,Grandmaster,10,64,11,31,29,126,2898,1,86,4,24,149235.0,10.0
KAG_2026_11161,India,ML Engineer,Grandmaster,12,50,6,13,22,111,2769,1,92,2,22,130322.0,12.0
KAG_2026_11162,India,Researcher,Expert,5,29,4,3,13,24,423,1,42,3,11,93056.0,5.0
KAG_2026_11163,USA,Data Scientist,Expert,13,23,3,2,16,25,330,1,65,2,13,196517.0,13.0
KAG_2026_11164,Nigeria,Data Scientist,Expert,21,20,2,3,10,32,488,1,67,5,15,139833.0,21.0
KAG_2026_11165,USA,Researcher,Expert,21,31,3,1,13,35,437,1,75,8,15,233559.0,21.0
KAG_2026_11166,USA,Student,Contributor,1,15,0,6,6,19,404,1,19,2,4,11506.0,1.0
KAG_2026_11167,USA,Student,Contributor,0,21,0,1,9,19,73,1,24,2,4,0.0,0.0
KAG_2026_11168,India,Researcher,Expert,15,31,1,1,13,32,378,1,64,8,13,127288.0,15.0
KAG_2026_11169,Nigeria,ML Engineer,Expert,15,33,1,1,13,32,220,1,55,10,13,111159.0,15.0
KAG_2026_11170,India,Data Scientist,Expert,7,33,4,8,16,36,242,1,49,2,12,98631.0,7.0
KAG_2026_11171,USA,Data Scientist,Contributor,6,13,0,6,11,24,294,1,37,4,5,152956.0,6.0
KAG_2026_11172,France,Researcher,Master,20,41,24,15,18,65,884,1,93,5,30,200034.0,20.0
KAG_2026_11173,USA,Data Analyst,Contributor,12,13,0,7,14,18,236,0,39,3,7,122458.0,12.0
KAG_2026_11174,USA,Data Analyst,Contributor,8,10,0,8,7,20,394,1,41,10,6,111585.0,8.0
KAG_2026_11175,Japan,Researcher,Master,19,48,12,23,20,62,888,1,86,3,23,197270.0,19.0
KAG_2026_11176,USA,Researcher,Master,8,35,24,25,17,51,857,1,73,9,26,200877.0,8.0
KAG_2026_11177,Brazil,ML Engineer,Contributor,3,16,0,1,8,6,211,1,27,2,4,58128.0,3.0
KAG_2026_11178,USA,Student,Novice,0,5,0,0,0,4,1,0,9,4,0,0.0,0.0
KAG_2026_11179,India,Student,Novice,0,3,0,0,2,13,10,0,3,1,0,0.0,0.0
KAG_2026_11180,USA,Data Analyst,Contributor,14,9,0,3,7,11,347,1,47,11,8,122455.0,14.0
KAG_2026_11181,USA,ML Engineer,Master,15,49,22,21,19,65,1014,1,89,6,27,240935.0,15.0
KAG_2026_11182,Brazil,Researcher,Expert,7,26,2,8,17,36,423,1,48,11,11,88746.0,7.0
KAG_2026_11183,Germany,Researcher,Expert,19,32,2,6,10,23,275,1,63,6,14,192031.0,19.0
KAG_2026_11184,Brazil,Data Scientist,Contributor,14,8,0,3,9,22,107,0,38,9,8,95619.0,14.0
KAG_2026_11185,Canada,Data Analyst,Novice,6,10,0,0,3,1,7,1,13,6,1,71155.0,6.0
KAG_2026_11186,UK,Researcher,Master,21,46,8,28,15,51,997,1,81,3,22,173615.0,21.0
KAG_2026_11187,Canada,Researcher,Expert,11,25,2,5,16,27,156,1,49,5,12,139640.0,11.0
KAG_2026_11188,USA,Data Scientist,Contributor,4,12,0,7,12,20,359,1,28,7,5,142296.0,4.0
KAG_2026_11189,India,ML Engineer,Contributor,7,15,0,3,12,19,278,1,33,2,6,91063.0,7.0
KAG_2026_11190,France,Researcher,Grandmaster,11,60,20,18,20,127,2755,1,94,11,29,155314.0,11.0
KAG_2026_11191,Nigeria,Data Analyst,Novice,9,12,0,0,4,16,10,1,24,3,2,50852.0,9.0
