course,job_profession,student,linguistic,musical,bodily,logical_mathematical,spatial_visualization,interpersonal,intrapersonal,naturalist,s_p,p1,p2,p3,p4,p5,p6,p7,p8,student_id,target_profession
,Physician,S991,12,5,16,16,5,20,12,11,s991,AVG,POOR,BEST,BEST,POOR,BEST,AVG,AVG,student_990,physician
,Physician,S992,13,5,16,15,6,19,11,12,s992,AVG,POOR,BEST,BEST,POOR,BEST,AVG,AVG,student_991,physician
,Physician,S993,14,5,16,20,7,20,12,13,s993,AVG,POOR,BEST,BEST,POOR,BEST,AVG,AVG,student_992,physician
,Physician,S994,11,6,16,19,8,19,13,14,s994,AVG,POOR,BEST,BEST,POOR,BEST,AVG,AVG,student_993,physician
,Physician,S995,12,7,16,18,9,20,14,11,s995,AVG,POOR,BEST,BEST,POOR,BEST,AVG,AVG,student_994,physician
,Physician,S996,13,8,16,17,5,19,12,12,s996,AVG,POOR,BEST,BEST,POOR,BEST,AVG,AVG,student_995,physician
,Physician,S997,14,9,16,16,6,20,11,13,s997,AVG,POOR,BEST,BEST,POOR,BEST,AVG,AVG,student_996,physician
,Physician,S998,11,10,16,15,7,19,12,14,s998,AVG,POOR,BEST,BEST,POOR,BEST,AVG,AVG,student_997,physician
,Physician,S999,13,5,16,17,8,16,13,12,s999,AVG,POOR,BEST,BEST,POOR,BEST,AVG,AVG,student_998,physician
,Physician,S1000,14,5,16,18,9,17,14,13,s1000,AVG,POOR,BEST,BEST,POOR,BEST,AVG,AVG,student_999,physician
,Physicist,S1001,12,18,11,19,5,11,19,7,s1001,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1000,physicist
,Physicist,S1002,13,19,11,19,6,11,18,6,s1002,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1001,physicist
,Physicist,S1003,11,18,11,18,7,11,17,7,s1003,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1002,physicist
,Physicist,S1004,14,17,11,17,8,11,16,8,s1004,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1003,physicist
,Physicist,S1005,11,16,11,16,9,11,15,9,s1005,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1004,physicist
,Physicist,S1006,13,19,11,19,5,11,19,10,s1006,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1005,physicist
,Physicist,S1007,14,18,11,18,6,11,18,5,s1007,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1006,physicist
,Physicist,S1008,13,17,11,17,7,11,17,7,s1008,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1007,physicist
,Physicist,S1009,12,16,11,16,8,11,16,6,s1009,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1008,physicist
,Physicist,S1010,13,19,11,19,9,11,15,7,s1010,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1009,physicist
,Physicist,S1011,11,18,11,18,5,12,19,8,s1011,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1010,physicist
,Physicist,S1012,14,17,11,17,6,13,18,9,s1012,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1011,physicist
,Physicist,S1013,11,16,11,16,7,11,17,10,s1013,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1012,physicist
,Physicist,S1014,13,19,11,19,8,14,16,5,s1014,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1013,physicist
,Physicist,S1015,14,18,11,19,9,11,15,7,s1015,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1014,physicist
,Physicist,S1016,13,17,11,18,5,13,19,7,s1016,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1015,physicist
,Physicist,S1017,12,16,11,17,6,14,18,7,s1017,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1016,physicist
,Physicist,S1018,13,19,11,16,7,13,17,7,s1018,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1017,physicist
,Physicist,S1019,11,18,11,19,8,12,16,8,s1019,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1018,physicist
,Physicist,S1020,14,17,11,18,9,13,15,6,s1020,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1019,physicist
,Physicist,S1021,11,16,11,17,5,12,19,7,s1021,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1020,physicist
,Physicist,S1022,13,19,11,16,6,12,18,8,s1022,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1021,physicist
,Physicist,S1023,14,18,14,19,7,12,17,9,s1023,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1022,physicist
,Physicist,S1024,13,17,14,19,8,12,16,10,s1024,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1023,physicist
,Physicist,S1025,12,16,14,18,9,12,15,5,s1025,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1024,physicist
,Physicist,S1026,13,19,14,17,5,12,19,8,s1026,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1025,physicist
,Physicist,S1027,11,18,14,16,6,12,18,8,s1027,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1026,physicist
,Physicist,S1028,14,17,14,20,7,12,17,8,s1028,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1027,physicist
,Physicist,S1029,11,16,14,19,8,12,16,8,s1029,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1028,physicist
,Physicist,S1030,13,19,14,18,9,12,15,8,s1030,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1029,physicist
,Physicist,S1031,14,18,14,17,5,12,19,6,s1031,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1030,physicist
,Physicist,S1032,13,17,14,16,6,12,18,7,s1032,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1031,physicist
,Physicist,S1033,12,16,14,20,7,12,17,8,s1033,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1032,physicist
,Physicist,S1034,13,19,14,19,8,12,16,9,s1034,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1033,physicist
,Physicist,S1035,11,18,14,18,9,12,15,10,s1035,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1034,physicist
,Physicist,S1036,14,17,14,17,5,13,19,5,s1036,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1035,physicist
,Physicist,S1037,11,16,14,16,6,13,18,9,s1037,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1036,physicist
,Physicist,S1038,13,19,14,20,7,13,17,9,s1038,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1037,physicist
,Physicist,S1039,14,18,14,19,8,13,16,9,s1039,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1038,physicist
,Physicist,S1040,13,17,14,18,9,13,15,9,s1040,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1039,physicist
,Physicist,S1041,12,16,13,17,5,13,19,9,s1041,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1040,physicist
,Physicist,S1042,13,19,13,16,6,13,18,9,s1042,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1041,physicist
,Physicist,S1043,11,18,13,18,7,13,17,6,s1043,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1042,physicist
,Physicist,S1044,14,17,13,19,8,13,16,7,s1044,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1043,physicist
,Physicist,S1045,11,16,13,18,9,14,15,8,s1045,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1044,physicist
,Physicist,S1046,13,19,13,17,5,14,19,9,s1046,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1045,physicist
,Physicist,S1047,14,18,13,19,6,14,18,10,s1047,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1046,physicist
,Physicist,S1048,13,17,13,18,7,14,17,5,s1048,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1047,physicist
,Physicist,S1049,12,16,13,17,8,14,16,10,s1049,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1048,physicist
,Physicist,S1050,13,18,13,16,9,14,15,10,s1050,AVG,BEST,AVG,BEST,POOR,AVG,BEST,POOR,student_1049,physicist
,Mathematician,S1051,12,5,8,17,18,13,6,7,s1051,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1050,mathematician
,Mathematician,S1052,13,5,9,17,18,12,7,6,s1052,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1051,mathematician
,Mathematician,S1053,11,5,10,17,18,13,5,7,s1053,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1052,mathematician
,Mathematician,S1054,14,6,5,17,18,11,8,8,s1054,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1053,mathematician
,Mathematician,S1055,14,8,8,17,18,12,9,9,s1055,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1054,mathematician
,Mathematician,S1056,12,9,8,17,18,13,6,10,s1056,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1055,mathematician
,Mathematician,S1057,13,10,7,17,18,11,7,5,s1057,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1056,mathematician
,Mathematician,S1058,11,5,7,17,18,12,5,7,s1058,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1057,mathematician
,Mathematician,S1059,14,5,7,17,18,13,8,7,s1059,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1058,mathematician
,Mathematician,S1060,12,6,8,17,18,11,9,7,s1060,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1059,mathematician
,Mathematician,S1061,12,8,8,17,18,14,6,7,s1061,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1060,mathematician
,Mathematician,S1062,13,9,8,17,18,13,7,7,s1062,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1061,mathematician
,Mathematician,S1063,11,10,6,17,18,13,5,8,s1063,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1062,mathematician
,Mathematician,S1064,14,5,7,17,18,13,8,8,s1064,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1063,mathematician
,Mathematician,S1065,12,5,7,17,18,12,9,6,s1065,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1064,mathematician
,Mathematician,S1066,12,6,7,17,18,13,6,7,s1066,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1065,mathematician
,Mathematician,S1067,12,6,8,17,18,11,7,8,s1067,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1066,mathematician
,Mathematician,S1068,12,6,8,18,18,14,5,9,s1068,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1067,mathematician
,Mathematician,S1069,13,5,8,18,18,11,8,10,s1069,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1068,mathematician
,Mathematician,S1070,11,5,9,18,18,11,9,5,s1070,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1069,mathematician
,Mathematician,S1071,14,5,10,18,18,12,6,8,s1071,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1070,mathematician
,Mathematician,S1072,13,8,5,18,18,13,7,8,s1072,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1071,mathematician
,Mathematician,S1073,13,9,8,18,18,11,5,8,s1073,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1072,mathematician
,Mathematician,S1074,13,10,8,18,18,14,8,6,s1074,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1073,mathematician
,Mathematician,S1075,12,5,8,18,19,11,9,7,s1075,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1074,mathematician
,Mathematician,S1076,13,7,9,18,19,11,6,8,s1076,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1075,mathematician
,Mathematician,S1077,11,8,10,18,19,11,7,9,s1077,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1076,mathematician
,Mathematician,S1078,14,9,5,18,19,11,5,10,s1078,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1077,mathematician
,Mathematician,S1079,13,10,8,18,19,12,8,5,s1079,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1078,mathematician
,Mathematician,S1080,13,5,8,16,19,13,9,9,s1080,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1079,mathematician
,Mathematician,S1081,13,5,8,16,19,11,6,6,s1081,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1080,mathematician
,Mathematician,S1082,13,5,7,16,19,14,7,7,s1082,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1081,mathematician
,Mathematician,S1083,12,6,7,16,19,13,5,8,s1083,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1082,mathematician
,Mathematician,S1084,13,7,7,16,19,13,8,9,s1084,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1083,mathematician
,Mathematician,S1085,11,8,8,16,19,13,9,10,s1085,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1084,mathematician
,Mathematician,S1086,14,9,8,16,19,13,6,5,s1086,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1085,mathematician
,Mathematician,S1087,13,10,8,16,19,12,7,7,s1087,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1086,mathematician
,Mathematician,S1088,14,5,7,16,19,13,5,8,s1088,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1087,mathematician
,Mathematician,S1089,14,5,7,16,19,11,8,9,s1089,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1088,mathematician
,Mathematician,S1090,14,6,7,16,19,14,9,10,s1090,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1089,mathematician
,Mathematician,S1091,12,7,8,16,20,13,6,5,s1091,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1090,mathematician
,Mathematician,S1092,13,8,8,16,20,13,7,9,s1092,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1091,mathematician
,Mathematician,S1093,11,9,8,15,20,13,5,10,s1093,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1092,mathematician
,Mathematician,S1094,14,10,9,15,20,13,8,10,s1094,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1093,mathematician
,Mathematician,S1095,14,5,10,15,20,12,9,6,s1095,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1094,mathematician
,Mathematician,S1096,14,8,5,15,20,13,6,7,s1096,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1095,mathematician
,Mathematician,S1097,12,9,8,15,20,12,7,8,s1097,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1096,mathematician
,Mathematician,S1098,13,10,9,15,20,13,5,9,s1098,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1097,mathematician
,Mathematician,S1099,11,5,10,15,20,11,8,10,s1099,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1098,mathematician
,Mathematician,S1100,14,5,5,15,20,14,9,5,s1100,AVG,POOR,POOR,BEST,BEST,AVG,POOR,POOR,student_1099,mathematician
,Leader,S1101,11,9,11,16,5,20,18,7,s1101,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1100,leader
,Leader,S1102,12,9,12,16,6,19,18,7,s1102,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1101,leader
,Leader,S1103,12,6,13,16,7,18,18,6,s1103,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1102,leader
,Leader,S1104,11,6,14,16,7,17,18,7,s1104,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1103,leader
,Leader,S1105,14,6,14,15,8,16,18,8,s1105,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1104,leader
,Leader,S1106,13,6,13,15,8,15,18,9,s1106,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1105,leader
,Leader,S1107,11,6,12,15,5,19,18,10,s1107,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1106,leader
,Leader,S1108,12,6,11,15,6,18,18,5,s1108,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1107,leader
,Leader,S1109,12,6,11,15,7,17,18,7,s1109,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1108,leader
,Leader,S1110,11,6,12,17,7,16,18,7,s1110,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1109,leader
,Leader,S1111,14,6,13,17,8,15,18,7,s1111,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1110,leader
,Leader,S1112,13,6,14,17,8,19,18,7,s1112,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1111,leader
,Leader,S1113,11,6,14,17,5,18,19,8,s1113,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1112,leader
,Leader,S1114,12,6,13,17,6,17,19,8,s1114,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1113,leader
,Leader,S1115,12,6,12,17,7,16,19,8,s1115,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1114,leader
,Leader,S1116,11,6,11,20,7,15,19,6,s1116,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1115,leader
,Leader,S1117,14,6,11,20,8,19,19,7,s1117,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1116,leader
,Leader,S1118,13,6,12,20,8,18,19,8,s1118,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1117,leader
,Leader,S1119,11,6,13,20,5,17,19,9,s1119,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1118,leader
,Leader,S1120,12,6,14,20,6,16,19,10,s1120,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1119,leader
,Leader,S1121,12,6,14,17,7,15,19,5,s1121,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1120,leader
,Leader,S1122,11,6,13,17,7,19,19,8,s1122,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1121,leader
,Leader,S1123,14,6,12,17,8,18,19,8,s1123,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1122,leader
,Leader,S1124,13,6,11,17,8,17,19,8,s1124,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1123,leader
,Leader,S1125,11,8,11,17,5,16,19,8,s1125,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1124,leader
,Leader,S1126,12,9,12,17,6,15,19,8,s1126,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1125,leader
,Leader,S1127,12,10,13,17,7,19,19,8,s1127,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1126,leader
,Leader,S1128,11,5,14,17,7,18,19,6,s1128,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1127,leader
,Leader,S1129,14,8,14,18,8,17,17,7,s1129,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1128,leader
,Leader,S1130,13,9,13,18,8,16,17,8,s1130,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1129,leader
,Leader,S1131,11,10,12,18,5,15,17,9,s1131,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1130,leader
,Leader,S1132,12,5,11,18,6,19,17,10,s1132,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1131,leader
,Leader,S1133,12,8,11,18,7,18,17,5,s1133,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1132,leader
,Leader,S1134,11,9,12,18,7,17,17,9,s1134,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1133,leader
,Leader,S1135,14,10,13,15,8,16,17,9,s1135,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1134,leader
,Leader,S1136,13,5,14,15,5,15,17,9,s1136,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1135,leader
,Leader,S1137,11,5,14,15,6,19,17,9,s1137,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1136,leader
,Leader,S1138,12,8,13,15,7,18,17,9,s1138,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1137,leader
,Leader,S1139,12,9,12,15,7,17,17,9,s1139,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1138,leader
,Leader,S1140,11,10,11,15,8,16,17,9,s1140,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1139,leader
,Leader,S1141,14,5,11,15,8,15,17,6,s1141,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1140,leader
,Leader,S1142,13,5,12,19,5,19,17,7,s1142,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1141,leader
,Leader,S1143,11,5,13,19,6,18,17,8,s1143,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1142,leader
,Leader,S1144,12,6,14,19,7,17,17,9,s1144,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1143,leader
,Leader,S1145,12,7,14,19,7,16,17,10,s1145,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1144,leader
,Leader,S1146,11,8,13,19,8,15,16,5,s1146,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1145,leader
,Leader,S1147,14,9,12,19,8,19,16,10,s1147,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1146,leader
,Leader,S1148,13,10,11,19,9,18,16,10,s1148,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1147,leader
,Leader,S1149,12,5,13,19,9,17,16,10,s1149,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1148,leader
,Leader,S1150,13,8,12,19,9,16,16,10,s1150,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,student_1149,leader
,Manager,S1151,11,6,12,15,18,17,18,5,s1151,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1150,manager
,Manager,S1152,12,7,12,16,18,18,17,6,s1152,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1151,manager
,Manager,S1153,12,8,13,17,18,17,16,7,s1153,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1152,manager
,Manager,S1154,11,9,13,18,18,16,15,8,s1154,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1153,manager
,Manager,S1155,14,10,13,19,18,15,18,8,s1155,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1154,manager
,Manager,S1156,13,5,14,20,18,15,17,9,s1156,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1155,manager
,Manager,S1157,11,7,14,20,18,18,16,7,s1157,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1156,manager
,Manager,S1158,12,7,14,19,18,17,15,5,s1158,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1157,manager
,Manager,S1159,12,6,12,18,18,16,18,5,s1159,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1158,manager
,Manager,S1160,11,7,12,17,18,15,17,6,s1160,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1159,manager
,Manager,S1161,14,8,13,16,18,15,16,7,s1161,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1160,manager
,Manager,S1162,13,9,13,15,18,18,15,8,s1162,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1161,manager
,Manager,S1163,11,10,13,15,17,17,18,8,s1163,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1162,manager
,Manager,S1164,12,5,14,16,16,16,17,9,s1164,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1163,manager
,Manager,S1165,12,7,14,17,15,15,16,7,s1165,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1164,manager
,Manager,S1166,11,7,14,18,15,15,15,5,s1166,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1165,manager
,Manager,S1167,14,7,12,19,18,18,18,5,s1167,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1166,manager
,Manager,S1168,13,6,12,20,17,17,17,6,s1168,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1167,manager
,Manager,S1169,11,7,13,20,16,16,16,7,s1169,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1168,manager
,Manager,S1170,12,6,13,19,15,15,15,8,s1170,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1169,manager
,Manager,S1171,12,7,13,18,15,15,18,8,s1171,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1170,manager
,Manager,S1172,11,8,14,17,18,18,17,9,s1172,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1171,manager
,Manager,S1173,14,9,14,16,17,17,16,7,s1173,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1172,manager
,Manager,S1174,13,10,14,15,16,16,15,5,s1174,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1173,manager
,Manager,S1175,11,5,12,15,15,15,18,5,s1175,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1174,manager
,Manager,S1176,12,7,12,16,15,15,17,6,s1176,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1175,manager
,Manager,S1177,12,7,13,17,18,18,16,7,s1177,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1176,manager
,Manager,S1178,11,7,13,18,17,17,15,8,s1178,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1177,manager
,Manager,S1179,14,7,13,19,16,16,18,8,s1179,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1178,manager
,Manager,S1180,13,6,14,20,15,15,17,9,s1180,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1179,manager
,Manager,S1181,11,7,14,20,15,15,16,7,s1181,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1180,manager
,Manager,S1182,12,8,14,19,18,18,15,5,s1182,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1181,manager
,Manager,S1183,12,9,12,18,17,17,18,5,s1183,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1182,manager
,Manager,S1184,11,10,12,17,16,16,17,6,s1184,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1183,manager
,Manager,S1185,14,5,13,16,15,15,16,7,s1185,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1184,manager
,Manager,S1186,13,7,13,15,15,15,15,8,s1186,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1185,manager
,Manager,S1187,11,7,13,15,18,18,18,8,s1187,AVG,POOR,AVG,BEST,BEST,BEST,BEST,POOR,student_1186,manager
